"provinceId","provinceName","districtName","visitorTotal","spendingTotal","accommodationTotal","landPriceTotal","visitorZ","spendingZ","accommodationZ","landPriceZ","opportunityScore","intensity"
"busan","부산광역시","북구","545925","2065354","99","410.5","-1.225117","-0.542221","-0.432804","-0.5715","-0.300128","0.278165"
"busan","부산광역시","사상구","1523274","3035575","168","297.5","-0.917581","-0.500773","0.363555","-1.197915","-0.286593","0.2841"
"busan","부산광역시","사하구","3636961","1713090","79","313.7","-0.25248","-0.55727","-0.663632","-1.10811","0.263993","0.525511"
"busan","부산광역시","서구","4610481","9672367","88","359.8","0.053851","-0.217252","-0.559759","-0.852555","0.338254","0.558072"
"busan","부산광역시","수영구","3208229","7261021","237","874","-0.387387","-0.320264","1.159914","1.997911","-0.934537","0"
"busan","부산광역시","연제구","990155","2423639","68","917.3","-1.085334","-0.526915","-0.790588","2.237944","-0.697238","0.104047"
"busan","부산광역시","영도구","5408561","3572898","73","466.9","0.304978","-0.477819","-0.732881","-0.258847","0.345843","0.5614"
"busan","부산광역시","중구","6827294","6950455","178","428.2","0.751402","-0.333531","0.478969","-0.47338","0.218193","0.50543"
"busan","부산광역시","해운대구","9378084","94976590","361","680.9","1.554043","3.426915","2.591051","0.927462","0.001501","0.410419"
"jeju","제주특별자치도","서귀포시","15291907","222044650","593","302.4","-1","1","-1","-1","0.2","1"
"jeju","제주특별자치도","제주시","25149773","46728089","922","412.5","1","-1","1","1","-0.2","0"
